FlyBase_FBgn	DB_Object_Symbol	DB_Object_Name	go_bin	embryo 10h 1	embryo 10h 2	embryo 10h 3	larvae 1st instar 1	larvae 2nd instar 1	larvae 3rd instar 1	pupae P1 1	pupae P1 2	pupae P1 3	pupae P2 1	pupae P2 2	pupae P2 3	pupae P3 1	pupae P3 2	pupae P3 3	pupae P4 1	pupae P4 2	pupae P4 3	pupae P5 1	pupae P5 2	pupae P5 3	pupae 24h 1	pupae 24h 2	pupae 24h 3	pupae 48h 1	pupae 48h 2	pupae 48h 3	adults 5d 1	adults 5d 2	adults 5d 3
FBgn0002780	mod	modulo	BP_function	12.022320769958704	12.211051845006995	11.957908008019398	13.295219609833117	12.667614375595688	10.146323846232464	10.522630818702575	10.164205924641417	10.48934814790627	10.164464968741278	10.476412073175068	10.16122980527664	10.165668883267925	10.277281380848754	10.311096142091138	10.08403155783435	9.599665961074392	10.054188495591726	10.548810187515786	10.415461980870164	10.046731202459275	9.994022294426	10.54581882036192	10.34042283322688	10.629518276062436	10.56396879579698	10.79371193584256	9.51182384220937	9.721727505784932	9.299230135213962
FBgn0003261	Rm62	Rm62	BP_function;CC_component	13.73888421302006	13.829683875439372	13.66756648545309	13.150504680145824	12.314483216190936	11.399880317724689	12.265031228065782	12.132404265789171	12.127421911014194	12.108816939981102	11.948017445147142	11.982766442719122	11.97409639307276	11.867908799244846	11.603028634950226	11.523517628211035	11.863449446239011	11.737783870445211	12.3068502325917	12.279632142865657	12.161928206283928	12.303076244303345	12.0571963972644	12.108968721244956	12.022347610395787	12.006081920576802	12.09153280797752	11.773382032687213	11.525109154234226	11.829441129817797
FBgn0003435	sm	smooth	BP_function	9.473301692706604	9.611448116673824	9.498258512855726	8.056985875988085	6.688042103265356	7.381304446250593	10.16992818606606	9.84071362975878	9.810897749475451	10.60274494745693	10.42203325247132	10.578967431734124	10.691575667659874	10.355705408456489	9.588887504792307	9.636125095402676	10.610665359147164	10.025911279565433	9.533688514863226	9.464246746907197	10.06355207277561	9.507895481594224	8.24002524740251	9.145932109081764	11.16343039332188	9.7108989119145	10.729416311397369	11.979652466067437	11.206846652389308	12.289357877766834
FBgn0003449	snf	sans fille	BP_function;CC_component	9.19652548967993	9.093812092573408	9.206366376927845	9.196492098797556	9.539535788027866	9.37508229767794	9.050729570641844	9.27937640987558	9.327098324806808	9.249435302322096	9.283297224741885	9.346167284614598	9.013027693297715	9.194045536746692	9.661783183583156	9.573092912657764	8.963607298105323	9.164948430240866	9.68632924664926	9.983797857581022	9.638792383283509	9.897860011060938	10.250508265719162	10.08194234816019	9.393523206393551	9.63853525131048	9.483271565145364	8.523901391074595	8.79361609458792	8.200073683701241
FBgn0003741	tra	transformer	BP_function	7.599732536784818	7.426745953633637	7.692437916385234	6.234443427788155	5.950922864041248	6.6413453826794	6.280095650661569	6.537986455486195	6.576305642337547	6.710806691211184	6.531607051832498	6.605775439086652	6.611693771855388	6.5249413034523975	6.459351156261045	7.051480021284831	7.245287788794484	6.792052222339214	7.628593508247891	7.531045009274333	7.201526676955863	7.614878945387613	7.435598531454456	6.5289198120260235	6.681481804178693	6.778947086348892	6.734323181392205	6.327876858380872	6.33877229358906	6.658941354846546
FBgn0003742	tra2	transformer 2	BP_function;CC_component	8.973947339930776	8.804204933678593	8.872505230194186	8.319059728949728	8.465041726997384	7.882360400696013	8.139559339802874	8.184858001760986	8.277655987446355	8.431979181067554	8.273560804517285	8.291303255290856	8.248123434738615	8.183005402793771	8.158035593080028	8.710954486178467	8.739959695157863	8.437751623914984	8.83710763944476	8.763161052493427	8.807059456222717	8.600148118260465	8.497572464969183	8.747015438626446	8.566592908973071	8.267813495021407	8.290577759859257	8.768902046050389	8.941938527114164	9.047220577019464
FBgn0003977	vir	virilizer	BP_function	8.940288637377366	9.086465619694875	9.04404715127807	7.727076749931263	7.832427923609724	8.689184740159277	8.750158443554456	8.261168161700263	8.481860624168947	8.21754816304586	8.472905996162675	8.256834764275844	8.066341370967772	8.293707896380765	8.04479488354937	7.813747581754406	8.628551555060673	8.814083389005287	8.037095961204797	7.9297637394758	8.895703633923505	9.076743353252338	8.523532634366399	8.641050216575502	8.142444231482818	8.56917307692069	7.138678695962701	7.474584197471824	6.407594064651972	7.44977128044014
FBgn0004227	nonA	no on or off transient A	BP_function;CC_component	10.692886382599095	10.80752967544584	10.64847721335884	8.525467577809701	8.572989885055332	8.252446198004485	10.090541483707938	9.657523405341289	9.714011023791151	9.760490114979058	9.960126380353827	9.742077517199016	9.527458971606915	9.63260327499648	9.009019418811771	8.75475565928518	8.885488394836454	9.00308624145328	9.528060682578827	9.289700137329238	9.535762133420915	9.449933010375412	9.214820343581488	9.180538832581536	8.921673612037011	8.862436151037492	8.784243927826886	8.124990850523837	7.921420735566963	8.356723943370403
FBgn0004237	Hrb87F	Heterogeneous nuclear ribonucleoprotein at 87F	BP_function	12.050863513515717	12.104630852670462	11.951193601921329	10.935017099447496	10.775556358757967	10.691124687631214	11.950951088346937	11.713075323305612	11.8682811332382	11.336507747514558	11.539020873075424	11.315341623598444	11.084096860455752	11.139169847201018	10.840051076642393	10.094901765418154	10.270866089713548	10.34140759198525	10.732865813985612	10.581068634844293	10.786648089618264	11.236637877122922	11.011672380090005	11.04564896014587	9.860343392022711	10.02169262590058	9.505082592381973	9.791034084761367	9.382594239672269	9.80391531427042
FBgn0004401	Pep	Protein on ecdysone puffs	BP_function;CC_component	12.883568006873684	13.099979172729563	12.822453893201098	10.939760824566084	10.8267816882584	11.221816384569063	11.80797244017371	11.688320973324508	11.743829217473436	11.669387312324837	11.697708001680551	11.649730018473926	11.604768992786363	11.589928406022867	11.371438244720066	11.106717352502878	11.203640691113026	11.320823000536809	11.467357754321334	11.31122710471302	11.517353503381202	12.10368525967825	11.764505807276258	11.803060951710975	10.777318472900578	10.775361460646424	10.417374921543392	10.227010931271533	9.851675609506726	10.261610977307017
FBgn0004587	B52	B52	BP_function;CC_component	12.374841608672044	12.478856073852352	12.378516453443556	12.088056059518191	11.881025289004114	11.396686063579205	11.303622998395271	11.425056723868805	11.420506485993108	11.259203249343582	11.286837665864253	11.217894009041869	11.19248376299409	11.2838962742382	11.452661115656314	11.377301248824876	11.127953620690784	11.154509803514657	11.544608352307735	11.574523960592137	11.53511845437344	11.927606318670694	11.993461076876777	12.029834915185738	10.848740549321374	11.209122530734213	10.596616269974248	10.23836725527446	10.060632875155012	10.262650843503502
FBgn0004838	Hrb27C	Heterogeneous nuclear ribonucleoprotein at 27C	BP_function	12.878355853527236	13.07859082218949	12.744860678033572	11.52119090114888	11.392253860191987	10.256167129293122	12.002730808581624	11.682713825039706	11.473896244112437	11.730514718508983	11.454657589536223	11.490355282383955	11.569732665234854	11.283227656762824	10.203803377812132	10.117922749713966	11.36651016243554	10.591465902553526	10.929170686092483	10.378571950819277	10.374971290908318	10.03169035794548	8.842367056522454	8.820505728719818	9.762209013512695	8.284211428523761	10.286272064796316	10.831181107898011	10.28752148062271	11.114452006310032
FBgn0004856	Bx42	Bx42	BP_function;CC_component	10.324078205991327	10.220687200970271	10.229473752744251	8.897795895694337	9.24177581261224	9.68904399604526	9.209562286752124	9.272496368016244	9.199749463012845	9.237072961485378	9.34198060110389	9.118843346360386	9.178594928316056	9.316818587011582	9.553958181418018	9.182475626314902	8.955719864187715	9.051619797276684	9.2328855024046	9.327751109998728	9.168940040663976	9.667489673194234	9.71970342011956	9.82087082190537	9.23382976854325	9.542085274402517	9.21070271866117	8.544047246644803	7.995012780582813	8.36839211237559
FBgn0005411	U2af50	U2 small nuclear riboprotein auxiliary factor 50	BP_function;CC_component	10.999358863894788	10.693788929337774	10.985962622342432	10.09160902864086	10.14812265505855	10.224083614428448	9.6582107980861	9.913248776510798	9.815821055140534	9.823834545473977	9.79066524182672	9.757967603946364	9.79360620567048	9.908930146497909	10.229848580071636	10.355979426129265	9.95103596824959	10.028764085958793	10.336710959387071	10.4384554986895	10.331986635273523	10.553407793897987	10.933516812761932	10.850929412225506	10.095707320969645	10.50124309898782	10.357513411186815	9.347954301230269	9.422989893037576	9.374304437101989
FBgn0005648	Pabp2	Pabp2	BP_function;CC_component	10.812495876561012	10.86442668070173	10.923299744509178	9.970712036358634	9.62964988183756	8.981630296452412	9.189174233837242	9.393688563100474	9.282728418736363	9.43944155496414	9.037748244886394	9.320232576564598	9.422387713101372	9.355522906731778	8.75572374820109	9.509501343496296	9.743938478005246	9.267591576058832	9.24666121453471	9.08828109438076	8.986787958571872	8.740600309066366	8.278681783502176	8.100663978193772	8.04925946935815	7.383004737827575	8.061756615527862	8.190451849412328	8.63741822401976	8.376118516721997
FBgn0005649	Rox8	Rox8	BP_function;CC_component	10.974170865209572	11.07488935972505	10.899313695552882	9.480698933754509	9.262049986884858	9.112123228431493	10.934646998329724	10.615594463997343	10.614206790103813	10.722050302913493	10.62187482699985	10.73870658482718	10.6330356430151	10.606159313711702	9.975080361774644	9.963808302775302	10.327937741404734	10.1331894344998	10.546956969435248	10.194008481178088	10.416711803418591	9.954118148037622	9.604537124811042	9.24735333290929	9.13356080331278	8.68882972963233	9.28572154531163	9.326821315614596	8.834154621838694	9.335279694282663
FBgn0010220	Dbp45A	DEAD box protein 45A	BP_function	8.373015599604264	8.303269444636529	8.472510460021518	8.962699198467543	8.54011914325521	7.21512677754836	6.744116390246271	7.231112569128135	7.175332565014335	7.299799107473435	7.19333522349786	7.25977087560196	7.35530641659775	7.387463362408044	7.689908631331441	7.548570308169393	7.34630333498784	7.422656671471017	7.607251834641239	7.547386507149195	7.487283023046812	7.639660478003184	8.011083510758805	7.757289645610338	7.842423849517121	7.962630161323651	7.745688786694918	7.677778085482727	7.629094007739242	7.507557588111092
FBgn0010247	Parp1	Poly-(ADP-ribose) polymerase 1	BP_function	8.134229733434175	8.054245902251179	8.238933816331636	8.021477919455386	7.388372170243497	7.27272464010383	8.181559303107147	7.968454154335571	8.168661151087854	8.387850641041123	8.50095333953402	8.29616038764332	8.495776364603284	8.239424951276758	7.927917311706553	8.017727154949931	7.993801635090716	8.174012016168271	8.656114716690091	8.148218315591956	7.980326235203182	7.470263629675292	7.901225461608396	7.485417479455765	7.991469546555508	7.452834758970046	8.35939686444069	7.989259525175538	8.00928726755858	8.259796146541017
FBgn0010774	Ref1	RNA and export factor binding protein 1	BP_function;CC_component	11.646571138313137	11.527911447389704	11.572117266333384	10.388077497793516	10.682414704466098	10.972180951652003	10.323376109662826	10.67415633273849	10.627331909055568	10.689173950807827	10.584060456737545	10.767764747987622	10.346587273612371	10.478789242020005	10.746937337054302	10.77338082497184	10.317727658503244	10.262417770210591	10.717295613476509	10.955132490125555	10.634965821277092	11.053108849382282	11.180948191918676	11.201317468016311	10.29323508209236	10.44902127354236	10.296310191728065	9.34986019886788	9.535342228461603	9.341201219381356
FBgn0011224	heph	hephaestus	BP_function	10.003330259004814	10.1012032536126	9.952062322463012	9.506519976494705	8.278226901183434	8.280528675186963	10.752255848937589	10.355295072726458	10.312579091433866	10.368918340456023	10.404147551859504	10.24878559014433	10.483418265890007	10.454048151589989	9.7857079520177	9.738719946967066	10.42529903947174	10.225596571554355	11.090528272017991	10.678096608545214	10.884541724984514	10.467555878190383	10.013971814822847	10.107709217924535	9.634510123723071	9.007508928759425	9.511562044962783	9.899074468788394	9.174328567636582	10.21187165891288
FBgn0011305	Rsf1	Repressor splicing factor 1	BP_function	9.934666818851618	9.964523800225592	9.898140640875098	8.736811885252207	7.957562600405141	9.61947423829468	9.566378446517566	9.57047593549025	9.63449744902398	9.666854438709104	9.72605803566397	9.718811457090116	9.61808633978863	9.722187586907088	9.762100703004526	9.768126657720584	9.48385959156982	9.503342226924298	10.40684946029115	10.17065642785555	9.892541566635256	10.225971761688625	10.413523517225393	10.29960569450462	9.959745336833208	9.965340014310552	10.10825746415595	8.328614283957558	8.739148026331925	8.399051253033365
FBgn0011640	lark	lark	BP_function;CC_component	11.350516385259894	11.3248923715986	11.336186371443494	10.15826086669572	10.479344736861222	10.618942593006922	10.43882209342549	10.755305063382425	10.789574347347031	10.719092316516669	10.676361903147264	10.69719897447632	10.437508083321363	10.492738761309624	10.713928346087435	10.867835139921215	10.393569997363656	10.55631437355866	10.675499705381656	10.819923914024471	10.764777707816076	11.184824466285226	11.264448790879614	11.358598000413751	10.227445800398296	10.571759881140402	10.04268293906154	9.222495578186187	9.122926389299172	9.14074942747839
FBgn0012058	Cdc27	Cell division cycle 27	BP_function;CC_component	9.326308754858044	9.539059251622074	9.224313595970616	7.770592069249489	8.179107322680368	7.642971226354695	8.835145039070076	8.803890945171888	8.762851548774213	8.728670189001626	8.810335960803801	8.592969369012321	8.806754741350863	8.818762075242157	8.460720475452943	8.678239627007304	8.950437459383664	8.817390689580504	8.537709324413731	8.388206403895321	8.874049303519321	8.855464580073477	8.533148007900436	8.695008776074506	8.868252444721218	8.564709766354735	8.354589199807366	9.415026334014035	8.571775921444132	9.837806321990357
FBgn0013435	Cdc2rk	Cdc2-related kinase	BP_function;CC_component	7.437624612053498	7.619606513565837	7.49815472465096	7.709291456492138	7.730804244544605	8.770529183076716	7.258017117787244	7.24065849229278	7.438972258305594	7.138692487000196	7.527817734775394	7.393756795041912	7.398992170128667	7.601729922995419	7.760103930584661	7.464115108453963	7.028670724431507	6.996240792434673	7.533704107776732	7.587435576804799	7.413528221381651	7.6879644682343855	8.056335371161527	8.160449007481708	7.269892189244124	7.519381763469305	7.194170640583456	6.991895411372122	7.41968487432815	6.771224895718081
FBgn0014024	Rnp4F	RNA-binding protein 4F	BP_function	8.102274960411304	7.986166315442456	8.066761846531909	8.767064928095419	8.436737573116215	8.294366345631666	8.250813514174558	8.15516050312456	8.329196027832737	8.057546224823003	7.934159494444517	8.059444908764975	7.720867027401437	7.94571331507797	7.5620028172729405	7.332476515073188	8.10288461343099	8.083298942995139	8.068562770801465	8.148218315591956	8.357945028337776	8.587536117257953	8.267193854571024	8.231833983090635	7.815996972006125	7.921215905022564	7.487792348358235	7.502496300961016	7.0812216595380715	7.846058405842941
FBgn0014189	Hel25E	Helicase at 25E	BP_function;CC_component	11.840493586160868	11.845009324888276	11.748481242313485	11.496934893291993	11.827654354500693	10.651470265728658	10.693543238443269	10.853788364006572	10.924047766829345	10.806688962829153	10.78359926226681	10.85404928283568	10.50633096654292	10.682184029264173	10.859245370270418	10.617366534081333	10.198145392796976	10.295956180082127	11.17273966301278	11.26909852666513	11.125543325071613	11.342974694683372	11.54850970709147	11.56278348287265	10.274052896954636	10.356690922407411	10.51085617383775	9.570200553205598	9.542692836019803	9.391526534109572
FBgn0014366	noi	noisette	BP_function;CC_component	9.211536957077408	9.20245626897752	9.203353310726454	8.928703520327906	9.100293025975416	9.775230664381832	8.722029107705788	8.899334939828222	8.97450174096407	8.841926157077259	8.927054909502553	8.742635017330018	8.6791090285663	8.73505743571575	8.776094433034597	8.661598749549965	8.265197792084141	8.504987074820578	8.815690448317334	9.01435364305248	8.994333473032016	9.09910838561413	9.500723348451306	9.67015935868383	8.609385499165489	8.898326952908327	8.5895105202852	8.211624008312233	8.138231973663114	7.994310747189957
FBgn0014870	Psi	P-element somatic inhibitor	BP_function	10.270963833373202	10.411949297925682	10.222054117946996	9.288683942432332	8.47203144478837	7.936417980679843	9.708173713340654	9.443536978909323	9.439851780234283	9.523263936165849	9.553476076920791	9.414613615793646	9.253569734691531	9.208215298348374	8.809417304392428	8.694690098443319	9.361909481115974	9.340616587483924	9.539294455796432	9.245655924808691	9.586535672591694	9.407567598434987	9.096737763463258	9.162428469856993	8.832598020785419	8.643002321740466	8.340068794465822	8.415059284931173	7.883152694016422	8.67112269491827
FBgn0015331	abs	abstrakt	BP_function;CC_component	8.538482189852783	8.502177226587433	8.439550162329489	7.821115317770511	7.342957298908808	8.209263373873425	8.49856668794738	8.338030532331345	8.401005387726727	8.387850641041123	8.516737873363184	8.236759963364086	8.180144017524674	8.361337280215968	8.51428746100382	7.858407394910715	7.930597690144087	8.219807747509698	8.192702915827232	8.26095912658749	8.452406982466117	8.532664756785486	8.526744915038783	8.787780692308962	8.264463565814232	8.147454715469047	7.845317044291899	8.190451849412328	7.647516454286937	8.317130186237758
FBgn0015778	rin	rasputin	CC_component	11.270412023710689	11.568252647040865	11.311932131851108	10.77115215122945	10.296949140442097	9.426135658156904	11.425568623650948	11.042760230396008	11.016019573685185	11.157995038535914	11.177754912901497	11.073036030647415	11.196164302387476	10.992264766285675	9.976546252250634	9.936441575217932	10.971347728458644	10.591465902553526	10.96291850678718	10.449277272706883	10.908011179343273	10.495622100422445	9.601498679355505	9.456485547396907	9.801263095748531	8.8514919866175	9.87864745566268	10.584159680719436	9.9925013351575	10.953791189779524
FBgn0015818	Spx	Spliceosomal protein on the X	BP_function;CC_component	8.719909346361323	8.625024280336346	8.538640781600215	8.359380232631565	8.90777466461925	8.973068010204855	8.09000102470205	8.242468076832328	8.319961805700247	8.112890408922926	8.268904167629362	8.137365499290695	7.734516890271862	7.8832357902703	7.975820852179999	8.213467496211075	7.7469489296421745	8.038536423494458	8.284809548862727	8.275668119039754	8.50623808882096	8.522760231487982	8.484414286580728	8.574055731262357	7.56905414155297	8.3531794992852	7.614522540554323	7.326114894102592	7.173777756562169	7.478959042304919
FBgn0016978	snRNP-U1-70K	small ribonucleoprotein particle U1 subunit 70K	BP_function;CC_component	10.405335938529864	10.283666735387344	10.346005704330665	9.619678026968035	9.282042767165844	9.976968039118912	9.116996388214508	9.165146168031628	9.219708345042974	9.175778606924576	9.099249672523063	9.10785727625812	8.87884800643294	8.972841531511706	9.129959145165808	9.092300715001707	8.851880443410561	9.026129502283576	9.26030642880808	9.378482522634298	9.128376237124945	9.674949338605035	9.58159109863344	9.517582958979464	8.654659575497472	8.725267968814322	8.543812515075926	8.537363301441353	8.226325729227378	8.639399697540897
FBgn0017457	U2af38	U2 small nuclear riboprotein auxiliary factor 38	BP_function;CC_component	9.803278161353989	9.638813189602232	9.8285058335303	9.09799299901937	9.313465056572689	9.809274101568093	8.603662763420084	9.011062670639232	8.95676710626906	8.94944258230974	8.990540167817997	9.022675937235222	8.64714200983544	8.869599618326202	9.111385331337845	9.256305708560385	8.66127301305934	8.94381066156129	9.311447487626827	9.425296511739088	9.304564117828551	9.47065760307397	9.550416827188393	9.639077252284563	8.855389195458208	9.240586206891304	8.949375639373079	8.674632896331087	8.996522340755616	8.583809891042739
FBgn0020306	dom	domino	BP_function	11.633636601660308	11.879179010026045	11.578231118943696	10.870892418606656	10.825420873103171	9.799629159851426	11.115945567039144	10.471931936037688	10.362773042425903	10.275355234589425	10.419940528449963	10.315909209854295	10.255439210890794	10.30521748306545	9.592716798166943	9.851079475141091	11.07681045502087	11.48972938707118	10.184096628688	9.918312373594878	11.113480528693222	10.618280489221677	9.631598687898004	9.705594499514794	9.617484109582776	10.039462733142113	8.55642043480475	9.755540802571623	8.220209793558746	9.96080744959112
FBgn0021895	ytr	yantar	BP_function;CC_component	10.405335938529864	10.73333439443804	10.358240655007618	9.706888666889345	9.429137804080405	9.150590511097878	9.76632254355296	9.71952399686116	9.84822031277918	9.759050358254376	9.968742813399814	9.676705439770682	9.79360620567048	9.789674052041985	9.77900237851192	10.230636806182554	9.740884408823536	10.176278923656303	9.929100456556116	9.843159795962007	9.546060947936358	9.579603320329571	9.972247144196317	9.959405630304424	9.0428994389649	9.096689696547598	8.894205933578759	8.985556370964801	8.502990797914947	8.814349712170479
FBgn0022224	ubl	ubiquitin like	BP_function	7.790591177156139	7.407838324217041	7.901199566240682	7.869910154834176	8.47203144478837	8.819128080883456	7.448283864576845	7.753640180760069	7.668436328690728	7.731476181688612	7.527817734775394	7.775645159639067	7.650582655858904	7.693794599743614	8.142396406343922	8.062890695446587	7.830217520581605	7.465792001040481	8.11450266777198	8.126731636407852	7.630703615197688	7.991598332219729	8.549031987587927	8.447980188431549	8.00321583978787	8.080128006014517	8.340068794465822	7.417053368756472	8.303546165774945	7.366254427784944
FBgn0022942	Cbp80	cap binding protein 80	BP_function;CC_component	9.095840036178968	9.211938382434951	9.080637840243233	9.017633062566112	8.592357346980357	8.335095972257784	9.342093062831928	9.02477936701511	8.9832877854693	8.874234391948388	9.165749727615824	9.054497254167694	9.166128138345496	9.081541683543575	8.748868896533729	8.698773475142806	9.020164493561316	9.1361183591016	9.221304237521384	8.920940519832381	9.240463735214387	9.3453340397815	9.05956011072075	8.903572297094406	8.518409062506072	8.676475516217609	8.055836915001453	7.7836767367852415	7.778570492665902	7.549402101536302
FBgn0022943	Cbp20	cap binding protein 20	BP_function;CC_component	8.448292399640529	8.107634496965543	8.61553957618923	8.570295886880213	8.294100523176253	9.335568920811538	7.773837640526698	8.093851888537245	8.194170576803657	8.080866894186103	8.206949961418989	8.266767735859965	8.05009755594365	8.112231749913178	8.667595947386326	8.636270588915687	8.221923598865173	7.901443239622883	8.552592020295279	8.870245797035114	8.687972801277695	8.542501464730373	8.977511462650488	9.132969675185889	8.676772893280392	8.866065785009145	8.996358373458051	8.44394694482943	9.3040177599665	8.325136834701848
